boat_type,manufacturer,model_year,length_ft,beam_ft,engine_hp,hull_material,condition,location,days_on_lot,sale_month,sale_price
Bay Boat,Nautic Star,2010,18.1,6.3,352,Fiberglass,Fair,South Padre Island,66,7,34500
Bowrider,Mako,2020,19.1,6.6,306,Fiberglass,New,Port Isabel,52,3,67700
Bay Boat,Sea Hunt,2013,16.9,5.3,335,Aluminum,Good,South Padre Island,167,11,40500
Center Console,Nautic Star,2018,17.6,6.0,341,Fiberglass,New,Port Isabel,100,11,70800
Pontoon,Nautic Star,2020,29.7,8.8,139,Fiberglass,New,Port Isabel,118,5,46600
Center Console,Bennington,2022,19.9,6.4,439,Fiberglass,Good,South Padre Island,100,9,53400
Bowrider,Bennington,2012,20.3,5.9,446,Fiberglass,Good,Galveston,122,7,47300
Bowrider,Boston Whaler,2018,17.8,5.6,129,Fiberglass,Excellent,Rockport,57,2,48500
Bowrider,Sea Hunt,2023,26.6,8.6,157,Fiberglass,Fair,South Padre Island,147,7,33700
Bowrider,Mako,2017,28.9,8.3,167,Fiberglass,Good,South Padre Island,75,12,43200
Bay Boat,Bayliner,2010,27.1,8.6,437,Fiberglass,New,Port Aransas,107,5,67600
Bay Boat,Chaparral,2013,24.6,8.2,424,Fiberglass,Good,Corpus Christi,41,1,42800
Bay Boat,Tracker,2021,27.4,9.0,174,Aluminum,Good,Corpus Christi,7,12,42200
Deck Boat,Bennington,2021,21.7,6.2,311,Aluminum,Good,South Padre Island,116,6,48400
Bowrider,Chaparral,2014,28.0,8.1,166,Aluminum,Fair,Rockport,32,6,30800
Pontoon,Nautic Star,2012,27.2,8.4,89,Aluminum,Good,Port Aransas,183,8,28200
Pontoon,Mako,2014,16.0,5.6,161,Aluminum,New,Port Aransas,192,7,40600
Bowrider,Nautic Star,2013,22.8,8.0,104,Aluminum,Excellent,Port Aransas,66,5,36800
Pontoon,Tracker,2021,19.7,6.0,392,Fiberglass,Good,Galveston,61,2,44700
Bay Boat,Nautic Star,2022,17.2,5.8,369,Aluminum,Fair,Port Aransas,104,9,38300
Deck Boat,Grady-White,2010,27.8,9.1,144,Aluminum,New,Port Aransas,44,6,49700
Deck Boat,Nautic Star,2021,16.1,5.8,287,Fiberglass,New,Corpus Christi,173,8,55700
Center Console,Grady-White,2021,26.2,7.5,151,Fiberglass,Good,Port Aransas,24,10,54300
Pontoon,Boston Whaler,2019,29.8,9.7,287,Fiberglass,New,Port Aransas,93,1,77700
Pontoon,Mako,2023,22.7,7.4,410,Aluminum,New,Rockport,41,10,70900
Pontoon,Bennington,2010,21.2,6.5,404,Fiberglass,Fair,Port Isabel,167,8,30000
Deck Boat,Robalo,2020,24.5,7.0,387,Aluminum,Good,South Padre Island,33,11,60900
Pontoon,Bennington,2011,27.3,7.8,165,Aluminum,Fair,Corpus Christi,92,4,27600
Bowrider,Sea Hunt,2023,19.4,6.1,146,Aluminum,Good,Corpus Christi,167,5,42200
Deck Boat,Boston Whaler,2017,19.5,6.5,135,Fiberglass,Excellent,Port Aransas,90,8,49600
Deck Boat,Tracker,2011,24.5,8.2,122,Fiberglass,Fair,South Padre Island,40,11,21800
Center Console,Grady-White,2021,29.2,8.6,305,Aluminum,Excellent,Galveston,35,12,61700
Pontoon,Mako,2021,20.2,7.0,321,Aluminum,Excellent,Port Aransas,122,6,49800
Bowrider,Chaparral,2016,21.3,6.6,405,Aluminum,Fair,South Padre Island,29,6,43100
Pontoon,Bayliner,2014,29.9,10.7,108,Fiberglass,Good,Port Aransas,74,3,33400
Bowrider,Bennington,2010,18.5,5.4,174,Fiberglass,Fair,Galveston,124,8,23200
Bowrider,Tracker,2023,17.1,5.9,347,Fiberglass,Excellent,Rockport,79,9,52000
Pontoon,Nautic Star,2012,24.3,8.6,330,Aluminum,Fair,Corpus Christi,166,9,25000
Deck Boat,Tracker,2022,16.3,5.6,235,Fiberglass,Good,South Padre Island,139,5,48500
Center Console,Boston Whaler,2018,18.5,6.4,132,Fiberglass,Good,Galveston,31,12,45600
Center Console,Grady-White,2020,24.7,7.6,256,Aluminum,Fair,Rockport,164,3,47000
Bay Boat,Chaparral,2020,25.2,8.5,139,Fiberglass,Excellent,Galveston,182,6,44600
Deck Boat,Nautic Star,2022,23.1,7.5,275,Fiberglass,Good,Galveston,44,7,51600
Pontoon,Tracker,2010,21.4,6.7,413,Fiberglass,Good,Rockport,74,6,44800
Deck Boat,Bennington,2024,24.1,8.7,148,Aluminum,Good,South Padre Island,82,8,37900
Center Console,Bayliner,2010,25.0,7.6,119,Fiberglass,Fair,Galveston,87,7,27900
Bay Boat,Nautic Star,2024,27.2,8.5,351,Fiberglass,Good,Port Aransas,95,2,57300
Bowrider,Bennington,2013,27.1,9.5,84,Fiberglass,New,South Padre Island,179,3,41200
Bowrider,Bayliner,2022,25.3,7.7,443,Fiberglass,Excellent,Corpus Christi,132,6,66400
Bay Boat,Bennington,2011,28.5,8.3,365,Aluminum,Fair,South Padre Island,179,8,33300
Bowrider,Bennington,2016,27.7,8.4,226,Fiberglass,Fair,Corpus Christi,73,6,30800
Pontoon,Bennington,2018,17.9,6.1,210,Fiberglass,Fair,Port Aransas,107,5,31800
Bowrider,Boston Whaler,2024,29.4,10.3,220,Fiberglass,New,South Padre Island,25,2,84400
Bowrider,Mako,2011,28.5,8.2,223,Fiberglass,Excellent,Galveston,58,9,43700
Pontoon,Bennington,2010,20.5,6.8,389,Fiberglass,Good,Port Isabel,118,6,40900
Bay Boat,Nautic Star,2019,16.3,5.3,374,Aluminum,Good,Corpus Christi,38,6,53100
Pontoon,Robalo,2010,24.5,8.2,151,Fiberglass,New,Port Isabel,192,6,35800
Bay Boat,Tracker,2021,22.1,7.4,142,Fiberglass,Good,Port Aransas,57,4,39800
Bay Boat,Grady-White,2010,26.5,9.5,277,Fiberglass,New,Rockport,36,4,71200
Pontoon,Boston Whaler,2024,23.3,7.2,318,Fiberglass,Good,Rockport,157,2,54700
Deck Boat,Robalo,2017,17.1,5.2,347,Aluminum,Excellent,Port Isabel,22,8,56400
Deck Boat,Boston Whaler,2024,19.4,6.3,192,Fiberglass,New,Corpus Christi,68,4,67400
Bay Boat,Sea Hunt,2011,28.4,8.9,255,Aluminum,New,Port Isabel,43,5,57000
Deck Boat,Boston Whaler,2014,16.5,5.2,114,Fiberglass,Fair,Corpus Christi,140,12,31500
Center Console,Boston Whaler,2016,26.3,7.5,245,Fiberglass,Good,Port Isabel,169,5,62100
Pontoon,Grady-White,2010,20.1,5.9,332,Fiberglass,Fair,Galveston,43,6,30600
Deck Boat,Bayliner,2011,22.3,7.9,189,Fiberglass,Good,South Padre Island,86,5,36200
Bowrider,Bayliner,2014,23.4,6.7,194,Aluminum,Excellent,South Padre Island,98,5,50500
Deck Boat,Grady-White,2021,19.5,6.4,248,Fiberglass,Excellent,Corpus Christi,139,1,72200
Deck Boat,Mako,2020,25.1,8.5,399,Fiberglass,Good,Rockport,73,10,51500
Center Console,Chaparral,2011,25.7,7.2,301,Fiberglass,Excellent,Rockport,106,6,45700
Center Console,Tracker,2010,17.2,5.1,419,Fiberglass,Good,Port Isabel,103,8,46500
Bay Boat,Bayliner,2019,21.2,6.6,98,Aluminum,Good,Rockport,7,12,40100
Bay Boat,Tracker,2015,26.4,8.5,393,Aluminum,Fair,Port Isabel,116,1,39700
Bay Boat,Boston Whaler,2021,26.1,8.0,91,Fiberglass,Excellent,Port Isabel,115,8,59200
Bay Boat,Sea Hunt,2014,23.6,7.8,195,Aluminum,Good,South Padre Island,198,3,35900
Pontoon,Bayliner,2015,26.9,8.0,234,Aluminum,Excellent,Rockport,104,6,45700
Center Console,Sea Hunt,2013,17.5,4.9,163,Fiberglass,New,Port Aransas,180,10,34600
Bay Boat,Boston Whaler,2013,17.7,5.0,445,Fiberglass,Good,Rockport,73,2,57300
Center Console,Chaparral,2020,25.2,7.8,409,Fiberglass,Good,Galveston,140,12,56400
Bay Boat,Bennington,2017,25.7,7.9,289,Aluminum,Good,South Padre Island,180,7,44400
Pontoon,Bayliner,2019,27.4,9.8,244,Aluminum,New,Galveston,34,5,53000
Center Console,Robalo,2011,18.5,5.2,360,Fiberglass,Fair,Port Aransas,115,1,37200
Bay Boat,Nautic Star,2018,23.2,7.5,340,Aluminum,Fair,Galveston,184,7,39800
Center Console,Sea Hunt,2016,25.3,8.3,255,Aluminum,Good,South Padre Island,113,6,46200
Bowrider,Mako,2023,19.1,6.4,385,Fiberglass,Fair,Port Aransas,179,4,44600
Pontoon,Bennington,2016,23.2,7.7,147,Fiberglass,Excellent,Port Isabel,86,6,41200
Bay Boat,Boston Whaler,2011,24.9,7.0,179,Aluminum,Good,Corpus Christi,177,1,41300
Center Console,Sea Hunt,2020,19.0,6.3,81,Aluminum,Fair,Rockport,127,12,31600
Center Console,Robalo,2012,21.3,6.5,119,Fiberglass,Good,Port Aransas,98,5,34100
Deck Boat,Bennington,2023,19.0,6.5,149,Fiberglass,Good,Port Aransas,46,6,47000
Pontoon,Tracker,2015,28.6,8.4,309,Fiberglass,Good,Corpus Christi,38,9,44200
Deck Boat,Sea Hunt,2021,19.3,6.5,395,Fiberglass,Good,Corpus Christi,61,8,48200
Bowrider,Sea Hunt,2019,17.7,5.8,296,Fiberglass,Good,Corpus Christi,152,10,41000
Bay Boat,Nautic Star,2016,16.5,5.5,242,Fiberglass,New,Rockport,96,11,51600
Bay Boat,Grady-White,2018,16.6,4.9,176,Fiberglass,New,Port Isabel,80,3,66600
Deck Boat,Chaparral,2012,18.7,6.2,113,Fiberglass,Good,Galveston,96,5,31700
Bay Boat,Nautic Star,2011,24.5,8.3,294,Fiberglass,Good,Corpus Christi,72,8,35600
Bowrider,Grady-White,2021,16.2,5.2,127,Fiberglass,Good,Port Isabel,162,1,44900
Center Console,Robalo,2024,20.0,6.1,371,Aluminum,Fair,Galveston,81,8,41200
Deck Boat,Robalo,2022,16.8,4.9,228,Fiberglass,Good,Galveston,97,1,45400
Deck Boat,Robalo,2014,21.7,6.6,206,Fiberglass,Excellent,Port Isabel,114,11,48000
Center Console,Bennington,2015,16.7,5.7,84,Fiberglass,Excellent,South Padre Island,131,8,30800
Deck Boat,Boston Whaler,2015,24.5,7.7,165,Fiberglass,Good,South Padre Island,70,7,38700
Deck Boat,Chaparral,2020,25.6,8.6,80,Fiberglass,Good,Rockport,19,6,37700
Bay Boat,Robalo,2019,26.2,8.9,346,Fiberglass,Good,Galveston,139,12,60900
Center Console,Robalo,2021,19.1,6.4,258,Fiberglass,Good,Rockport,114,8,52600
Center Console,Chaparral,2024,28.2,9.4,369,Fiberglass,Good,Rockport,131,9,49100
Center Console,Sea Hunt,2015,25.7,8.5,286,Fiberglass,Good,Port Isabel,111,9,38400
Deck Boat,Sea Hunt,2019,16.8,5.4,432,Fiberglass,Good,Port Aransas,104,1,50300
Center Console,Boston Whaler,2017,22.2,6.6,368,Aluminum,New,Corpus Christi,189,2,80000
Bowrider,Grady-White,2024,26.7,9.3,130,Aluminum,Good,South Padre Island,15,4,55900
Bay Boat,Nautic Star,2015,20.4,7.3,118,Fiberglass,Good,Galveston,22,7,34100
Pontoon,Bayliner,2012,21.3,6.8,408,Fiberglass,New,Rockport,187,7,53700
Pontoon,Grady-White,2015,24.8,8.8,175,Fiberglass,Good,Port Aransas,177,5,48100
Deck Boat,Bayliner,2019,16.8,6.0,361,Fiberglass,Good,Rockport,85,12,47300
Bowrider,Tracker,2024,29.5,9.4,310,Fiberglass,Good,Rockport,110,2,60700
Center Console,Robalo,2022,18.4,6.2,338,Fiberglass,Good,Rockport,92,9,60200
Bay Boat,Bayliner,2010,16.4,5.4,175,Fiberglass,Excellent,Rockport,199,6,34300
Bay Boat,Chaparral,2017,16.1,4.8,192,Fiberglass,Excellent,Port Isabel,93,6,43300
Center Console,Grady-White,2012,21.6,6.1,283,Fiberglass,Excellent,Galveston,153,1,55900
Bay Boat,Chaparral,2015,28.4,9.0,83,Aluminum,Excellent,South Padre Island,76,8,40600
Bay Boat,Sea Hunt,2024,27.5,9.4,191,Aluminum,Good,South Padre Island,79,9,43500
Pontoon,Robalo,2024,28.8,8.8,265,Fiberglass,Good,Rockport,136,5,61300
Bay Boat,Boston Whaler,2012,23.5,8.1,151,Fiberglass,Good,Port Aransas,82,6,40300
Bowrider,Sea Hunt,2012,22.3,7.4,182,Fiberglass,Excellent,Galveston,7,7,40400
Pontoon,Boston Whaler,2020,21.4,7.2,443,Fiberglass,Excellent,Galveston,38,5,74500
Bowrider,Bennington,2016,16.6,5.0,183,Fiberglass,Excellent,Galveston,175,7,38600
Center Console,Tracker,2016,28.7,9.1,413,Fiberglass,Good,South Padre Island,76,6,67600
Bowrider,Boston Whaler,2023,22.9,6.7,422,Fiberglass,Excellent,Rockport,24,10,75500
Pontoon,Grady-White,2023,22.4,6.7,327,Aluminum,Good,Corpus Christi,188,8,53300
Bowrider,Sea Hunt,2023,23.2,6.7,132,Fiberglass,Good,Rockport,199,3,40100
Bay Boat,Chaparral,2021,27.1,7.9,152,Fiberglass,Good,Rockport,102,9,41100
Bowrider,Nautic Star,2024,19.1,5.7,425,Fiberglass,Excellent,Port Isabel,127,5,66900
Deck Boat,Chaparral,2020,25.9,8.5,75,Fiberglass,Excellent,Port Isabel,152,11,35100
Center Console,Grady-White,2023,26.0,8.2,263,Fiberglass,Good,South Padre Island,17,7,62000
Deck Boat,Sea Hunt,2018,27.9,8.4,298,Fiberglass,Good,Corpus Christi,62,1,48600
Center Console,Mako,2010,16.1,5.6,389,Fiberglass,New,Galveston,114,8,62400
Bowrider,Sea Hunt,2022,18.4,5.9,410,Fiberglass,Fair,Corpus Christi,112,3,44700
Bay Boat,Boston Whaler,2023,22.6,8.0,181,Fiberglass,Good,Port Aransas,69,10,53400
Bay Boat,Bennington,2014,27.9,9.2,263,Aluminum,Good,Rockport,5,11,40500
Deck Boat,Bennington,2016,29.5,8.3,312,Fiberglass,Excellent,Galveston,190,8,48500
Deck Boat,Chaparral,2018,24.3,8.6,436,Fiberglass,Excellent,Galveston,124,6,56600
Center Console,Bayliner,2019,19.0,6.6,283,Fiberglass,Excellent,Rockport,152,7,47400
Bowrider,Boston Whaler,2020,18.6,6.2,120,Fiberglass,Excellent,Corpus Christi,90,6,50500
Bowrider,Tracker,2015,25.0,8.1,421,Fiberglass,Good,Rockport,103,2,55400
Pontoon,Bennington,2022,18.9,6.0,267,Aluminum,Good,Galveston,91,11,39100
Pontoon,Bayliner,2022,23.7,7.6,142,Fiberglass,Fair,South Padre Island,88,5,30700
Deck Boat,Mako,2024,27.7,9.5,146,Fiberglass,Fair,South Padre Island,135,5,34800
Deck Boat,Tracker,2018,21.5,6.9,151,Fiberglass,Excellent,Galveston,199,4,47000
Deck Boat,Mako,2011,21.3,6.3,345,Fiberglass,New,Galveston,156,12,48500
Center Console,Nautic Star,2022,16.5,4.7,430,Fiberglass,Good,South Padre Island,135,11,56200
Center Console,Mako,2011,19.6,5.7,240,Fiberglass,Fair,Port Aransas,7,5,31800
Bay Boat,Robalo,2012,25.8,7.7,111,Fiberglass,Fair,Port Aransas,105,4,29700
Deck Boat,Sea Hunt,2014,21.0,6.5,408,Fiberglass,New,South Padre Island,191,9,59600
Center Console,Tracker,2012,18.2,6.4,313,Fiberglass,Excellent,Port Aransas,82,6,50200
Center Console,Bayliner,2020,17.5,5.2,289,Fiberglass,New,Galveston,112,12,67300
Bowrider,Mako,2016,17.3,5.3,97,Fiberglass,Good,Port Isabel,68,11,29800
Bay Boat,Tracker,2013,25.2,7.5,438,Aluminum,Good,Corpus Christi,42,8,56700
Deck Boat,Robalo,2010,24.6,8.0,103,Fiberglass,Good,Port Aransas,142,2,31200
Deck Boat,Tracker,2013,23.3,7.7,303,Fiberglass,Good,Corpus Christi,66,8,34200
Pontoon,Bayliner,2020,23.0,7.4,298,Fiberglass,Excellent,Port Isabel,119,12,51200
Pontoon,Boston Whaler,2021,18.1,6.4,267,Fiberglass,Good,Rockport,120,5,55200
Bay Boat,Grady-White,2014,23.0,8.3,281,Fiberglass,New,Port Aransas,170,10,64200
Bowrider,Nautic Star,2011,16.8,5.8,224,Fiberglass,Good,South Padre Island,187,5,33300
Bay Boat,Grady-White,2018,29.0,10.0,289,Fiberglass,Good,Rockport,112,12,47000
Bowrider,Grady-White,2021,16.8,5.2,211,Aluminum,Good,Port Isabel,14,7,42500
Deck Boat,Mako,2011,21.9,7.1,252,Fiberglass,Excellent,Galveston,118,2,47200
Center Console,Boston Whaler,2021,16.0,4.9,329,Fiberglass,Good,Port Aransas,177,6,61300
Pontoon,Chaparral,2012,27.0,9.3,353,Fiberglass,Good,Rockport,98,1,44400
Center Console,Nautic Star,2013,18.3,5.4,132,Fiberglass,New,Rockport,115,5,40100
Pontoon,Mako,2019,28.9,8.6,447,Fiberglass,Excellent,Galveston,153,11,52300
Center Console,Robalo,2010,16.6,4.7,111,Fiberglass,Good,Corpus Christi,90,4,34200
Bay Boat,Sea Hunt,2014,27.5,9.0,178,Fiberglass,Excellent,Rockport,85,12,42500
Pontoon,Chaparral,2012,25.2,8.4,205,Fiberglass,New,Corpus Christi,99,2,48000
Bowrider,Bayliner,2013,19.5,5.5,196,Fiberglass,Excellent,Port Isabel,171,8,38100
Deck Boat,Grady-White,2021,18.8,6.0,206,Aluminum,Excellent,Port Isabel,100,12,53600
Center Console,Grady-White,2013,21.0,6.5,196,Fiberglass,Good,Galveston,68,7,42900
Bay Boat,Grady-White,2010,27.6,9.5,238,Fiberglass,Good,Galveston,121,10,38900
Bowrider,Nautic Star,2013,28.1,8.0,361,Aluminum,Excellent,Corpus Christi,140,12,57700
Pontoon,Sea Hunt,2011,18.5,5.3,385,Fiberglass,Good,Port Isabel,182,7,43400
Center Console,Robalo,2019,20.9,6.9,205,Fiberglass,Excellent,Port Aransas,179,9,47800
Bay Boat,Chaparral,2024,19.3,6.3,171,Fiberglass,Excellent,Port Aransas,157,1,45300
Bay Boat,Nautic Star,2012,17.7,6.1,328,Aluminum,Excellent,Rockport,154,6,46400
Center Console,Boston Whaler,2020,25.1,8.2,97,Fiberglass,Good,Port Isabel,92,4,54100
Bowrider,Bayliner,2015,20.8,7.4,242,Fiberglass,Fair,South Padre Island,71,9,29700
Pontoon,Sea Hunt,2011,19.2,5.9,157,Aluminum,Good,Galveston,114,8,28300
Center Console,Bayliner,2020,28.1,8.8,302,Fiberglass,New,Galveston,142,7,71000
Pontoon,Robalo,2013,26.5,9.5,104,Aluminum,Excellent,Port Aransas,106,11,35300
Deck Boat,Sea Hunt,2017,26.8,7.7,385,Aluminum,Excellent,Galveston,45,2,69900
Center Console,Sea Hunt,2017,16.5,5.7,176,Aluminum,Good,Port Isabel,7,12,36500
Deck Boat,Chaparral,2018,28.8,8.1,267,Fiberglass,New,South Padre Island,16,2,71000
Center Console,Boston Whaler,2012,24.0,7.7,289,Fiberglass,Fair,Rockport,88,5,50400
Bay Boat,Bennington,2013,23.1,6.8,253,Fiberglass,Good,Rockport,159,7,40900
Bowrider,Bayliner,2021,16.1,5.3,242,Fiberglass,Good,Port Isabel,159,5,37400
Pontoon,Nautic Star,2023,28.6,9.8,175,Fiberglass,Good,Rockport,162,8,40500
Center Console,Grady-White,2010,23.6,6.7,364,Aluminum,New,Port Isabel,143,9,67100
Bowrider,Bennington,2016,27.6,8.1,268,Fiberglass,Good,Rockport,9,9,42800
Deck Boat,Boston Whaler,2023,25.2,7.7,155,Fiberglass,New,Port Isabel,177,3,66700
Bowrider,Robalo,2014,27.2,8.2,173,Fiberglass,Good,Rockport,189,3,44300
Pontoon,Tracker,2016,25.7,8.0,239,Fiberglass,Good,Port Isabel,170,2,41900
Bay Boat,Bennington,2023,28.9,10.3,391,Fiberglass,New,Port Isabel,91,6,88600
Deck Boat,Boston Whaler,2024,19.2,5.5,435,Fiberglass,Good,Port Isabel,46,3,70300
Deck Boat,Bennington,2019,18.8,5.9,220,Aluminum,New,Galveston,181,5,50300
Pontoon,Boston Whaler,2020,26.0,8.2,223,Fiberglass,New,Rockport,41,10,68000
Bay Boat,Robalo,2019,23.0,7.0,123,Fiberglass,Good,Port Isabel,158,11,45000
Bay Boat,Chaparral,2014,24.4,7.4,279,Fiberglass,Good,South Padre Island,193,9,40300
Bay Boat,Mako,2023,25.9,8.7,164,Fiberglass,Fair,Corpus Christi,180,1,36700
Bay Boat,Mako,2010,23.7,7.8,382,Aluminum,Good,Port Isabel,106,7,43400
Center Console,Bennington,2010,27.0,9.3,275,Aluminum,Good,Galveston,167,3,41200
Center Console,Sea Hunt,2019,20.5,6.4,158,Fiberglass,Excellent,South Padre Island,167,5,50900
Bowrider,Bennington,2022,28.0,9.2,418,Aluminum,New,Rockport,194,6,78100
Center Console,Nautic Star,2022,17.5,6.2,380,Fiberglass,Fair,Corpus Christi,75,11,43800
Bowrider,Bennington,2020,24.9,8.7,187,Fiberglass,New,South Padre Island,127,7,59000
Center Console,Sea Hunt,2015,28.5,10.1,120,Aluminum,Good,Port Aransas,164,4,40500
Pontoon,Boston Whaler,2015,19.5,5.9,174,Fiberglass,Excellent,Port Aransas,49,7,48800
Bay Boat,Mako,2016,20.6,7.4,216,Fiberglass,Excellent,Port Isabel,48,12,41600
Deck Boat,Robalo,2013,20.3,7.0,227,Fiberglass,Good,Galveston,80,2,37100
Bay Boat,Robalo,2016,23.9,8.2,383,Fiberglass,Good,Corpus Christi,75,9,52500
Deck Boat,Chaparral,2011,21.8,7.3,437,Fiberglass,Good,South Padre Island,151,4,47000
Deck Boat,Robalo,2014,17.5,6.3,355,Fiberglass,Fair,Port Aransas,187,3,36300
Deck Boat,Grady-White,2024,28.5,9.0,391,Fiberglass,Excellent,Port Isabel,35,10,75800
Bay Boat,Bennington,2020,18.9,6.4,121,Fiberglass,Good,Port Aransas,68,1,40100
Deck Boat,Grady-White,2012,23.5,7.9,131,Aluminum,New,South Padre Island,186,8,52000
Bowrider,Bayliner,2014,24.3,8.2,415,Fiberglass,Good,South Padre Island,120,2,55700
Deck Boat,Bayliner,2013,16.6,5.6,305,Aluminum,Excellent,Port Aransas,45,7,39600
Bay Boat,Grady-White,2014,17.3,5.1,163,Fiberglass,Good,Rockport,122,7,36200
Center Console,Boston Whaler,2020,29.6,9.1,371,Fiberglass,Excellent,Galveston,175,10,76200
Bay Boat,Boston Whaler,2023,25.3,7.9,140,Fiberglass,Good,South Padre Island,77,9,52300
Center Console,Sea Hunt,2020,16.5,5.6,363,Aluminum,Good,South Padre Island,99,8,49800
Center Console,Grady-White,2017,27.1,9.1,406,Fiberglass,Fair,Rockport,124,5,53300
Bowrider,Mako,2012,23.1,8.0,258,Aluminum,New,Corpus Christi,168,3,52000
Center Console,Mako,2012,17.1,5.9,321,Fiberglass,Fair,Port Isabel,115,7,35000
Deck Boat,Robalo,2022,25.5,8.4,349,Fiberglass,Excellent,Galveston,191,6,58700
Bowrider,Mako,2020,23.0,6.7,405,Fiberglass,Excellent,Port Aransas,152,2,74000
Bowrider,Mako,2017,18.9,6.3,293,Fiberglass,Excellent,Galveston,87,12,48400
Center Console,Sea Hunt,2018,28.3,9.9,185,Fiberglass,Excellent,Port Isabel,100,5,57900
Center Console,Chaparral,2022,20.1,6.7,150,Fiberglass,Good,Port Aransas,140,1,40800
Bay Boat,Boston Whaler,2022,20.0,7.0,208,Fiberglass,Excellent,Galveston,18,11,64300
Deck Boat,Bayliner,2011,19.8,7.1,96,Fiberglass,Excellent,Galveston,49,7,31200
Bowrider,Mako,2015,26.7,8.2,336,Fiberglass,Good,Rockport,51,8,48800
Bay Boat,Boston Whaler,2010,25.9,8.8,213,Fiberglass,Good,Galveston,161,3,45500
Center Console,Boston Whaler,2015,28.6,9.2,341,Fiberglass,Good,Rockport,165,5,73800
Bay Boat,Tracker,2019,19.2,6.1,98,Fiberglass,Good,Rockport,164,7,30500
Bowrider,Bennington,2013,27.0,8.1,195,Fiberglass,New,Port Isabel,25,4,57600
Center Console,Bennington,2012,24.0,7.2,223,Fiberglass,Good,South Padre Island,62,8,39000
Bay Boat,Sea Hunt,2017,20.3,6.0,107,Fiberglass,New,Rockport,65,4,44800
Center Console,Mako,2017,16.5,5.5,385,Aluminum,Excellent,Port Aransas,9,4,71400
Center Console,Robalo,2020,27.5,8.0,299,Fiberglass,New,Port Isabel,55,1,90400
Bowrider,Tracker,2010,19.4,6.1,391,Fiberglass,Good,Port Isabel,89,4,37100
Center Console,Bennington,2013,24.8,8.0,375,Aluminum,Excellent,Port Aransas,177,4,59800
Bay Boat,Sea Hunt,2021,23.7,7.5,87,Fiberglass,Good,Galveston,38,9,38800
Bowrider,Tracker,2020,16.1,5.6,399,Fiberglass,Excellent,Rockport,172,7,59300
Pontoon,Nautic Star,2023,29.9,9.4,101,Aluminum,Good,Corpus Christi,164,3,44700
Center Console,Mako,2022,27.4,7.9,401,Aluminum,Good,Rockport,35,7,67300
Deck Boat,Bayliner,2022,22.8,8.2,326,Fiberglass,New,Rockport,55,4,71500
Bowrider,Boston Whaler,2017,25.5,8.9,382,Fiberglass,Excellent,Port Isabel,94,6,87600
Deck Boat,Bennington,2024,22.7,7.6,262,Fiberglass,Good,Port Aransas,189,10,47800
Deck Boat,Boston Whaler,2016,26.4,9.0,135,Aluminum,Good,Rockport,158,8,41400
Deck Boat,Mako,2023,17.9,5.2,131,Aluminum,New,Rockport,194,7,48200
Pontoon,Robalo,2015,22.2,7.6,119,Fiberglass,Good,Corpus Christi,65,4,38900
Center Console,Nautic Star,2016,20.7,6.1,377,Fiberglass,Excellent,Rockport,182,3,56300
Bowrider,Bennington,2020,22.4,7.1,275,Fiberglass,New,Galveston,191,8,57800
Bowrider,Chaparral,2015,22.3,6.6,156,Fiberglass,Excellent,Port Isabel,121,7,39500
Center Console,Grady-White,2012,18.0,6.1,121,Fiberglass,Good,Corpus Christi,35,7,38900
Bowrider,Tracker,2023,29.7,8.9,104,Fiberglass,Excellent,Port Isabel,57,12,46900
Bowrider,Sea Hunt,2016,16.2,4.9,171,Fiberglass,Good,Galveston,30,5,32700
Pontoon,Chaparral,2023,16.1,4.6,356,Fiberglass,Excellent,Port Aransas,162,9,55500
Bay Boat,Mako,2015,21.2,7.2,409,Fiberglass,Good,South Padre Island,66,7,48000
Deck Boat,Nautic Star,2024,24.7,7.5,303,Fiberglass,Excellent,Rockport,141,4,70200
Bowrider,Boston Whaler,2019,18.5,5.9,448,Fiberglass,Good,Port Isabel,57,2,69900
Center Console,Grady-White,2021,23.5,7.2,222,Fiberglass,Good,Port Aransas,195,7,62000
Bowrider,Bayliner,2021,26.1,8.9,199,Aluminum,Excellent,Port Isabel,155,5,55200
Bowrider,Bennington,2013,17.3,5.2,334,Fiberglass,New,Galveston,78,8,60000
Pontoon,Sea Hunt,2022,29.8,10.6,125,Fiberglass,Good,Port Aransas,97,8,39700
Bay Boat,Nautic Star,2024,20.7,6.3,416,Fiberglass,Fair,Galveston,16,6,48700
Deck Boat,Robalo,2019,25.0,7.2,367,Fiberglass,Fair,Rockport,31,6,49000
Center Console,Grady-White,2024,17.6,5.3,87,Fiberglass,Excellent,Corpus Christi,199,7,65500
Bowrider,Grady-White,2022,25.9,7.4,145,Fiberglass,Good,Corpus Christi,164,6,50100
Bay Boat,Bennington,2019,27.8,8.8,310,Fiberglass,Excellent,Corpus Christi,168,10,57600
Center Console,Boston Whaler,2017,17.5,5.3,351,Fiberglass,Excellent,Galveston,130,2,71700
Pontoon,Sea Hunt,2022,17.8,6.2,156,Fiberglass,Good,Corpus Christi,48,12,37300
Pontoon,Bayliner,2012,19.9,6.4,355,Fiberglass,Good,Port Isabel,25,1,39500
Pontoon,Robalo,2018,16.2,4.8,252,Fiberglass,Good,Corpus Christi,146,4,35400
Center Console,Grady-White,2022,29.8,9.4,328,Fiberglass,Good,Corpus Christi,69,8,66100
